date,unemployment wisconsin,isPartial
2016-02-14,37,False
2016-02-21,35,False
2016-02-28,36,False
2016-03-06,34,False
2016-03-13,31,False
2016-03-20,29,False
2016-03-27,35,False
2016-04-03,33,False
2016-04-10,26,False
2016-04-17,24,False
2016-04-24,22,False
2016-05-01,21,False
2016-05-08,24,False
2016-05-15,28,False
2016-05-22,19,False
2016-05-29,27,False
2016-06-05,24,False
2016-06-12,26,False
2016-06-19,21,False
2016-06-26,23,False
2016-07-03,29,False
2016-07-10,24,False
2016-07-17,28,False
2016-07-24,26,False
2016-07-31,24,False
2016-08-07,22,False
2016-08-14,22,False
2016-08-21,27,False
2016-08-28,18,False
2016-09-04,23,False
2016-09-11,19,False
2016-09-18,19,False
2016-09-25,19,False
2016-10-02,24,False
2016-10-09,21,False
2016-10-16,24,False
2016-10-23,20,False
2016-10-30,26,False
2016-11-06,25,False
2016-11-13,28,False
2016-11-20,26,False
2016-11-27,35,False
2016-12-04,30,False
2016-12-11,34,False
2016-12-18,36,False
2016-12-25,40,False
2017-01-01,48,False
2017-01-08,44,False
2017-01-15,46,False
2017-01-22,40,False
2017-01-29,40,False
2017-02-05,41,False
2017-02-12,38,False
2017-02-19,30,False
2017-02-26,30,False
2017-03-05,31,False
2017-03-12,30,False
2017-03-19,29,False
2017-03-26,30,False
2017-04-02,24,False
2017-04-09,25,False
2017-04-16,23,False
2017-04-23,26,False
2017-04-30,20,False
2017-05-07,20,False
2017-05-14,19,False
2017-05-21,19,False
2017-05-28,24,False
2017-06-04,19,False
2017-06-11,26,False
2017-06-18,23,False
2017-06-25,21,False
2017-07-02,20,False
2017-07-09,21,False
2017-07-16,21,False
2017-07-23,22,False
2017-07-30,22,False
2017-08-06,21,False
2017-08-13,21,False
2017-08-20,20,False
2017-08-27,17,False
2017-09-03,17,False
2017-09-10,19,False
2017-09-17,19,False
2017-09-24,17,False
2017-10-01,19,False
2017-10-08,22,False
2017-10-15,20,False
2017-10-22,22,False
2017-10-29,21,False
2017-11-05,24,False
2017-11-12,25,False
2017-11-19,26,False
2017-11-26,29,False
2017-12-03,30,False
2017-12-10,28,False
2017-12-17,29,False
2017-12-24,43,False
2017-12-31,48,False
2018-01-07,45,False
2018-01-14,44,False
2018-01-21,40,False
2018-01-28,47,False
2018-02-04,36,False
2018-02-11,32,False
2018-02-18,29,False
2018-02-25,34,False
2018-03-04,27,False
2018-03-11,30,False
2018-03-18,28,False
2018-03-25,31,False
2018-04-01,31,False
2018-04-08,32,False
2018-04-15,27,False
2018-04-22,24,False
2018-04-29,22,False
2018-05-06,21,False
2018-05-13,21,False
2018-05-20,20,False
2018-05-27,19,False
2018-06-03,21,False
2018-06-10,20,False
2018-06-17,22,False
2018-06-24,22,False
2018-07-01,19,False
2018-07-08,26,False
2018-07-15,20,False
2018-07-22,19,False
2018-07-29,20,False
2018-08-05,21,False
2018-08-12,21,False
2018-08-19,23,False
2018-08-26,19,False
2018-09-02,17,False
2018-09-09,18,False
2018-09-16,17,False
2018-09-23,17,False
2018-09-30,18,False
2018-10-07,18,False
2018-10-14,20,False
2018-10-21,21,False
2018-10-28,25,False
2018-11-04,19,False
2018-11-11,21,False
2018-11-18,26,False
2018-11-25,26,False
2018-12-02,33,False
2018-12-09,35,False
2018-12-16,30,False
2018-12-23,38,False
2018-12-30,42,False
